median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude
94800.00,1.84,40.00,1685.00,343.00,949.00,342.00,37.76,-122.17
164300.00,4.67,46.00,1827.00,307.00,881.00,302.00,37.76,-122.16
155500.00,2.46,36.00,2781.00,574.00,1438.00,519.00,37.76,-122.16
196900.00,6.07,39.00,1823.00,286.00,763.00,270.00,37.76,-122.15
279100.00,4.83,27.00,2229.00,365.00,1297.00,355.00,37.77,-122.14
252800.00,5.57,34.00,1513.00,231.00,545.00,211.00,37.76,-122.14
275400.00,5.37,26.00,3266.00,491.00,1222.00,533.00,37.76,-122.13
250000.00,6.86,33.00,1809.00,261.00,808.00,219.00,37.75,-122.12
329800.00,7.69,28.00,794.00,111.00,329.00,109.00,37.75,-122.12
195500.00,4.03,36.00,690.00,105.00,299.00,109.00,37.75,-122.14
255900.00,6.83,33.00,1334.00,200.00,579.00,202.00,37.75,-122.14
311100.00,4.97,30.00,414.00,54.00,137.00,50.00,37.75,-122.13
330000.00,5.36,36.00,768.00,93.00,229.00,93.00,37.75,-122.13
248900.00,5.00,41.00,4400.00,666.00,1476.00,648.00,37.74,-122.13
142900.00,2.92,46.00,954.00,161.00,429.00,154.00,37.75,-122.16
126300.00,3.89,40.00,1445.00,256.00,849.00,255.00,37.75,-122.15
135800.00,3.23,44.00,1938.00,399.00,946.00,331.00,37.75,-122.15
130600.00,3.15,41.00,856.00,178.00,571.00,191.00,37.74,-122.15
107900.00,2.54,24.00,1790.00,454.00,1137.00,386.00,37.75,-122.16
111100.00,2.56,44.00,617.00,131.00,378.00,135.00,37.75,-122.16
122000.00,3.51,43.00,1383.00,275.00,853.00,272.00,37.74,-122.15
118000.00,3.31,49.00,1325.00,277.00,764.00,282.00,37.74,-122.15
95200.00,1.82,40.00,1227.00,294.00,928.00,261.00,37.75,-122.16
94300.00,3.80,35.00,667.00,140.00,406.00,133.00,37.75,-122.16
92500.00,2.29,34.00,1223.00,281.00,824.00,280.00,37.74,-122.17
91800.00,2.50,37.00,1379.00,287.00,835.00,259.00,37.75,-122.17
109400.00,4.04,43.00,1534.00,300.00,826.00,295.00,37.74,-122.16
129500.00,3.48,46.00,1029.00,181.00,567.00,211.00,37.74,-122.16
143400.00,4.15,52.00,771.00,147.00,355.00,144.00,37.74,-122.16
98200.00,2.63,47.00,824.00,223.00,533.00,166.00,37.74,-122.16
103100.00,2.02,44.00,1097.00,239.00,609.00,215.00,37.74,-122.16
276800.00,3.33,49.00,1283.00,238.00,576.00,236.00,37.90,-122.29
270900.00,5.34,52.00,1604.00,263.00,594.00,286.00,37.90,-122.29
246200.00,3.47,52.00,2248.00,422.00,870.00,377.00,37.89,-122.29
224200.00,3.51,38.00,2263.00,522.00,1027.00,509.00,37.90,-122.30
229100.00,3.14,52.00,1571.00,349.00,693.00,326.00,37.89,-122.29
211600.00,2.80,46.00,1520.00,402.00,815.00,375.00,37.89,-122.30
256100.00,4.58,15.00,5083.00,1212.00,2420.00,1146.00,37.90,-122.30
206300.00,3.02,36.00,1077.00,293.00,518.00,276.00,37.89,-122.30
221300.00,4.09,52.00,1248.00,283.00,620.00,275.00,37.89,-122.30
207400.00,4.53,42.00,1342.00,291.00,551.00,266.00,37.89,-122.33
350000.00,1.74,37.00,3061.00,930.00,2556.00,924.00,37.88,-122.34
218200.00,3.18,52.00,3171.00,698.00,1498.00,696.00,37.89,-122.29
216700.00,3.87,50.00,1211.00,261.00,523.00,227.00,37.88,-122.29
270600.00,5.17,52.00,979.00,175.00,374.00,153.00,37.89,-122.29
261400.00,5.17,52.00,2269.00,380.00,1004.00,371.00,37.89,-122.29
261300.00,4.26,52.00,1844.00,332.00,769.00,334.00,37.88,-122.28
232200.00,5.06,52.00,2178.00,421.00,940.00,423.00,37.89,-122.29
375400.00,5.62,42.00,1650.00,274.00,645.00,256.00,37.90,-122.27
357300.00,7.89,52.00,1927.00,279.00,705.00,288.00,37.90,-122.26
374400.00,7.96,52.00,2079.00,273.00,684.00,275.00,37.90,-122.27
358800.00,6.17,52.00,1803.00,240.00,572.00,236.00,37.90,-122.27
417500.00,6.94,52.00,2041.00,270.00,671.00,253.00,37.90,-122.27
430500.00,8.83,52.00,3046.00,373.00,975.00,365.00,37.89,-122.27
362900.00,7.18,52.00,2318.00,328.00,779.00,312.00,37.90,-122.28
397000.00,10.08,52.00,2003.00,250.00,658.00,244.00,37.90,-122.28
346800.00,4.91,52.00,2261.00,328.00,819.00,335.00,37.90,-122.28
327100.00,5.79,52.00,1225.00,169.00,412.00,168.00,37.89,-122.28
290100.00,4.59,52.00,2315.00,408.00,835.00,369.00,37.89,-122.28
292000.00,5.42,52.00,2070.00,329.00,722.00,306.00,37.89,-122.28
270900.00,4.13,52.00,2616.00,473.00,1085.00,487.00,37.89,-122.28
371100.00,7.27,52.00,2640.00,366.00,973.00,355.00,37.89,-122.27
335600.00,5.40,52.00,1978.00,293.00,723.00,272.00,37.89,-122.27
371300.00,7.83,37.00,2220.00,335.00,903.00,362.00,37.90,-122.26
344000.00,6.16,41.00,1125.00,195.00,356.00,181.00,37.89,-122.25
342200.00,6.38,52.00,3078.00,494.00,1005.00,462.00,37.89,-122.26
370900.00,6.68,52.00,3706.00,531.00,1205.00,504.00,37.89,-122.26
350000.00,7.54,37.00,3000.00,457.00,987.00,450.00,37.89,-122.25
368600.00,6.71,42.00,2863.00,460.00,1031.00,448.00,37.89,-122.25
391800.00,6.24,52.00,2551.00,417.00,894.00,404.00,37.88,-122.26
415300.00,5.80,52.00,2255.00,410.00,823.00,377.00,37.88,-122.26
284900.00,4.28,52.00,3360.00,648.00,1232.00,621.00,37.88,-122.27
287500.00,3.54,52.00,1693.00,391.00,669.00,367.00,37.88,-122.27
272900.00,3.01,44.00,2252.00,592.00,989.00,550.00,37.88,-122.27
259600.00,4.14,52.00,2495.00,491.00,1058.00,464.00,37.88,-122.28
254500.00,4.19,52.00,1193.00,200.00,506.00,207.00,37.88,-122.28
235600.00,3.92,52.00,1172.00,215.00,489.00,218.00,37.88,-122.28
218400.00,3.89,52.00,2159.00,424.00,824.00,388.00,37.88,-122.29
229200.00,3.11,48.00,2365.00,490.00,1034.00,475.00,37.88,-122.29
192100.00,2.99,46.00,1895.00,442.00,920.00,425.00,37.88,-122.29
179300.00,3.56,52.00,1650.00,395.00,841.00,380.00,37.88,-122.29
187500.00,1.48,45.00,453.00,146.00,749.00,137.00,37.88,-122.30
138800.00,1.70,52.00,409.00,97.00,208.00,98.00,37.88,-122.30
150000.00,2.17,10.00,503.00,118.00,228.00,100.00,37.87,-122.30
140600.00,2.75,50.00,499.00,127.00,287.00,128.00,37.86,-122.30
120000.00,2.57,52.00,477.00,119.00,218.00,106.00,37.85,-122.29
144800.00,2.90,46.00,1647.00,376.00,854.00,355.00,37.88,-122.30
144800.00,2.22,52.00,3123.00,749.00,1695.00,684.00,37.87,-122.30
245500.00,3.23,52.00,957.00,188.00,403.00,172.00,37.88,-122.28
200000.00,3.52,52.00,589.00,132.00,288.00,131.00,37.87,-122.28
173700.00,1.98,49.00,2026.00,548.00,963.00,521.00,37.87,-122.28
185600.00,2.67,50.00,1829.00,536.00,1129.00,516.00,37.87,-122.29
182600.00,3.88,52.00,895.00,198.00,386.00,204.00,37.87,-122.29
227900.00,3.01,52.00,1909.00,416.00,811.00,406.00,37.88,-122.28
220700.00,2.54,46.00,3022.00,696.00,1293.00,675.00,37.87,-122.28
212000.00,2.87,46.00,1777.00,446.00,805.00,431.00,37.87,-122.28
271400.00,2.19,52.00,2803.00,930.00,1372.00,876.00,37.88,-122.27
268800.00,1.78,30.00,1465.00,439.00,862.00,425.00,37.87,-122.27
277800.00,2.52,37.00,2619.00,682.00,1152.00,616.00,37.88,-122.27
332500.00,4.28,52.00,1149.00,255.00,483.00,249.00,37.88,-122.26
338900.00,2.94,52.00,2363.00,604.00,1558.00,573.00,37.88,-122.26
287500.00,1.73,52.00,2604.00,837.00,1798.00,769.00,37.88,-122.26
384600.00,5.23,41.00,685.00,141.00,266.00,123.00,37.87,-122.25
371400.00,2.56,42.00,1756.00,465.00,2184.00,422.00,37.87,-122.25
350000.00,0.95,52.00,1204.00,460.00,2016.00,477.00,37.87,-122.25
500001.00,1.17,52.00,609.00,236.00,1349.00,250.00,37.87,-122.25
175000.00,1.40,52.00,1087.00,371.00,3337.00,350.00,37.87,-122.26
241700.00,1.19,52.00,2773.00,998.00,1721.00,949.00,37.87,-122.26
216700.00,1.75,35.00,3218.00,1108.00,1675.00,1000.00,37.87,-122.27
211300.00,2.88,49.00,1350.00,368.00,707.00,350.00,37.87,-122.27
210200.00,2.74,52.00,3084.00,698.00,1424.00,694.00,37.87,-122.27
196400.00,3.86,52.00,938.00,195.00,393.00,189.00,37.86,-122.28
191700.00,3.56,52.00,1813.00,353.00,828.00,339.00,37.87,-122.28
182300.00,2.28,52.00,1233.00,300.00,571.00,292.00,37.87,-122.28
175000.00,2.54,44.00,2539.00,755.00,1382.00,713.00,37.87,-122.29
165900.00,2.52,46.00,1267.00,324.00,792.00,321.00,37.87,-122.29
156900.00,1.99,52.00,1665.00,404.00,815.00,372.00,37.86,-122.29
164300.00,2.82,52.00,1659.00,367.00,788.00,346.00,37.86,-122.28
150000.00,2.62,52.00,2225.00,460.00,1145.00,430.00,37.87,-122.29
150500.00,1.95,50.00,2485.00,607.00,1354.00,563.00,37.86,-122.29
169900.00,1.93,52.00,2031.00,450.00,958.00,445.00,37.86,-122.28
147400.00,1.98,49.00,2932.00,668.00,1361.00,608.00,37.86,-122.28
152700.00,2.42,52.00,2246.00,472.00,1005.00,449.00,37.85,-122.28
182700.00,2.54,49.00,2052.00,435.00,924.00,414.00,37.86,-122.27
179300.00,3.39,52.00,1999.00,417.00,780.00,358.00,37.86,-122.28
157700.00,2.57,52.00,3007.00,691.00,1582.00,636.00,37.86,-122.28
153100.00,2.28,41.00,2214.00,550.00,1213.00,568.00,37.86,-122.28
250000.00,2.61,52.00,1088.00,305.00,486.00,267.00,37.86,-122.27
206300.00,3.15,52.00,834.00,186.00,494.00,175.00,37.86,-122.27
218800.00,2.69,52.00,1769.00,372.00,849.00,365.00,37.86,-122.27
198200.00,1.84,52.00,2307.00,583.00,1127.00,548.00,37.86,-122.27
253600.00,1.63,35.00,5161.00,1744.00,3276.00,1742.00,37.86,-122.26
257400.00,2.90,52.00,3497.00,832.00,1493.00,794.00,37.86,-122.26
289500.00,2.94,52.00,3774.00,744.00,1461.00,679.00,37.86,-122.26
241700.00,3.39,52.00,2888.00,604.00,1253.00,538.00,37.86,-122.26
489600.00,3.04,48.00,2153.00,517.00,1656.00,459.00,37.86,-122.25
446200.00,7.09,52.00,1389.00,191.00,514.00,202.00,37.86,-122.25
456300.00,5.05,52.00,1709.00,318.00,719.00,295.00,37.86,-122.25
336800.00,1.77,52.00,1587.00,444.00,878.00,449.00,37.86,-122.25
500001.00,7.85,52.00,1668.00,225.00,517.00,214.00,37.86,-122.24
500001.00,9.40,52.00,3726.00,474.00,1366.00,496.00,37.85,-122.24
376900.00,5.38,52.00,4048.00,663.00,1316.00,590.00,37.86,-122.25
309600.00,3.26,52.00,3618.00,768.00,1508.00,755.00,37.85,-122.26
182300.00,2.71,52.00,4076.00,920.00,1800.00,815.00,37.85,-122.27
172700.00,2.24,47.00,2077.00,400.00,719.00,326.00,37.85,-122.27
150800.00,1.90,50.00,1279.00,300.00,675.00,255.00,37.85,-122.27
153600.00,1.58,52.00,1974.00,426.00,875.00,363.00,37.85,-122.27
106300.00,2.28,52.00,335.00,83.00,152.00,77.00,37.85,-122.27
142300.00,1.38,47.00,1375.00,307.00,843.00,319.00,37.85,-122.27
119400.00,2.90,52.00,610.00,145.00,281.00,132.00,37.85,-122.28
147900.00,1.73,44.00,1025.00,198.00,506.00,204.00,37.85,-122.28
132900.00,2.26,48.00,2063.00,484.00,1054.00,466.00,37.85,-122.28
132500.00,2.21,35.00,1872.00,419.00,1017.00,414.00,37.84,-122.29
126900.00,2.70,52.00,3108.00,813.00,1623.00,765.00,37.83,-122.28
143800.00,4.00,14.00,7355.00,2408.00,3100.00,2051.00,37.84,-122.30
500001.00,7.88,52.00,2990.00,379.00,947.00,361.00,37.83,-122.23
500001.00,11.86,39.00,2492.00,310.00,808.00,315.00,37.82,-122.22
500001.00,13.50,42.00,2991.00,335.00,1018.00,335.00,37.82,-122.22
500001.00,12.21,52.00,3242.00,366.00,1001.00,352.00,37.82,-122.23
466100.00,8.19,52.00,3051.00,381.00,1005.00,369.00,37.82,-122.23
500001.00,12.38,52.00,3494.00,396.00,1192.00,383.00,37.82,-122.23
457800.00,5.89,52.00,1757.00,246.00,585.00,227.00,37.83,-122.24
471600.00,8.12,52.00,2449.00,312.00,916.00,316.00,37.83,-122.24
500001.00,8.75,52.00,1611.00,203.00,556.00,179.00,37.82,-122.23
398600.00,6.16,52.00,3665.00,517.00,1470.00,520.00,37.82,-122.24
340700.00,5.88,52.00,2474.00,403.00,1104.00,398.00,37.82,-122.25
289900.00,5.21,52.00,3037.00,516.00,1242.00,518.00,37.76,-122.23
335300.00,4.72,52.00,2269.00,323.00,805.00,321.00,37.76,-122.23
333000.00,5.29,52.00,1316.00,177.00,378.00,162.00,37.76,-122.23
241000.00,2.64,52.00,1153.00,235.00,481.00,223.00,37.77,-122.24
189600.00,3.32,52.00,772.00,179.00,409.00,160.00,37.77,-122.23
206300.00,3.64,52.00,1711.00,386.00,885.00,373.00,37.77,-122.24
215700.00,3.02,52.00,2650.00,566.00,1468.00,567.00,37.77,-122.25
210200.00,3.18,52.00,1038.00,220.00,482.00,215.00,37.77,-122.25
208800.00,3.45,52.00,1527.00,320.00,825.00,264.00,37.77,-122.25
197900.00,4.31,52.00,859.00,157.00,429.00,158.00,37.77,-122.25
201300.00,3.34,52.00,970.00,217.00,528.00,208.00,37.78,-122.26
190800.00,2.92,52.00,1045.00,239.00,496.00,216.00,37.78,-122.26
207900.00,2.68,52.00,1408.00,280.00,718.00,265.00,37.78,-122.27
215300.00,3.77,52.00,1222.00,264.00,630.00,265.00,37.78,-122.27
212900.00,3.94,45.00,1169.00,263.00,723.00,286.00,37.78,-122.27
292700.00,5.26,13.00,2020.00,535.00,959.00,486.00,37.78,-122.27
275000.00,2.54,30.00,4145.00,869.00,3668.00,855.00,37.79,-122.28
200000.00,2.64,42.00,2038.00,368.00,2037.00,355.00,37.77,-122.30
173400.00,2.58,29.00,5154.00,1394.00,3741.00,1273.00,37.78,-122.28
102200.00,1.94,42.00,1241.00,309.00,821.00,300.00,37.78,-122.29
220800.00,2.97,52.00,1468.00,363.00,870.00,347.00,37.77,-122.28
242800.00,3.75,27.00,3997.00,1073.00,1901.00,966.00,37.77,-122.28
265400.00,5.17,18.00,2873.00,763.00,1243.00,663.00,37.76,-122.29
219000.00,2.51,50.00,1487.00,306.00,730.00,327.00,37.78,-122.28
282100.00,2.97,52.00,1670.00,350.00,793.00,299.00,37.77,-122.26
372000.00,5.53,52.00,2252.00,388.00,1033.00,434.00,37.77,-122.27
225800.00,4.17,52.00,1731.00,377.00,872.00,363.00,37.77,-122.27
220800.00,2.71,52.00,1710.00,481.00,849.00,457.00,37.77,-122.27
234500.00,3.33,52.00,2388.00,559.00,1121.00,518.00,37.77,-122.27
254200.00,3.27,52.00,2156.00,458.00,872.00,445.00,37.77,-122.25
351800.00,4.78,52.00,1565.00,315.00,637.00,297.00,37.77,-122.26
275000.00,4.23,52.00,1704.00,371.00,663.00,340.00,37.77,-122.26
405400.00,3.36,52.00,1210.00,168.00,411.00,172.00,37.77,-122.26
228100.00,2.99,52.00,2097.00,444.00,915.00,413.00,37.77,-122.26
234000.00,2.88,52.00,1848.00,479.00,921.00,477.00,37.77,-122.26
162500.00,2.39,43.00,955.00,284.00,585.00,266.00,37.77,-122.24
243400.00,2.98,43.00,4329.00,1110.00,2086.00,1053.00,37.77,-122.25
273800.00,5.10,52.00,3011.00,542.00,1303.00,535.00,37.76,-122.23
248500.00,4.15,52.00,1049.00,185.00,374.00,176.00,37.76,-122.23
244000.00,3.48,52.00,2504.00,516.00,979.00,472.00,37.76,-122.24
240900.00,2.68,52.00,1846.00,471.00,827.00,446.00,37.76,-122.24
306300.00,5.75,52.00,1705.00,246.00,658.00,253.00,37.76,-122.23
240000.00,3.96,50.00,1542.00,289.00,654.00,268.00,37.75,-122.23
247100.00,4.95,45.00,891.00,155.00,384.00,146.00,37.75,-122.24
286600.00,4.87,27.00,4051.00,753.00,1499.00,797.00,37.75,-122.24
266700.00,3.07,52.00,2646.00,581.00,1128.00,522.00,37.76,-122.24
229800.00,3.67,49.00,2428.00,525.00,1110.00,492.00,37.76,-122.24
229300.00,4.61,52.00,2567.00,436.00,1119.00,415.00,37.76,-122.24
228400.00,4.52,21.00,7031.00,1249.00,2930.00,1235.00,37.73,-122.24
206200.00,4.46,25.00,1914.00,365.00,897.00,390.00,37.74,-122.25
350700.00,7.61,5.00,18634.00,2885.00,7427.00,2718.00,37.72,-122.24
231000.00,3.27,31.00,5785.00,1379.00,2973.00,1312.00,37.73,-122.27
252900.00,3.57,52.00,2876.00,648.00,1340.00,632.00,37.76,-122.25
353900.00,3.69,28.00,6909.00,1554.00,2974.00,1484.00,37.74,-122.27
291700.00,4.77,23.00,5679.00,1270.00,2690.00,1151.00,37.77,-122.27
100000.00,3.20,20.00,1156.00,365.00,583.00,326.00,37.75,-122.28
341600.00,7.26,12.00,14316.00,2045.00,5781.00,2007.00,37.77,-122.06
412500.00,7.06,5.00,3596.00,467.00,1738.00,512.00,37.73,-122.06
248600.00,4.63,36.00,3541.00,570.00,1478.00,529.00,37.71,-122.06
254900.00,5.30,40.00,1808.00,302.00,746.00,270.00,37.71,-122.07
241500.00,4.98,36.00,2879.00,480.00,1235.00,455.00,37.71,-122.07
295200.00,5.48,26.00,3204.00,477.00,1411.00,484.00,37.72,-122.07
340400.00,6.19,31.00,3866.00,531.00,1368.00,521.00,37.72,-122.08
274700.00,5.62,32.00,2476.00,368.00,1048.00,367.00,37.72,-122.08
238600.00,5.46,35.00,2211.00,350.00,1004.00,365.00,37.71,-122.08
266400.00,5.15,35.00,2663.00,387.00,1086.00,367.00,37.71,-122.09
330200.00,5.84,30.00,2599.00,366.00,922.00,350.00,37.72,-122.10
206800.00,4.65,36.00,4569.00,824.00,1950.00,819.00,37.71,-122.11
209200.00,4.38,25.00,2973.00,622.00,1413.00,595.00,37.70,-122.10
195800.00,3.72,30.00,3115.00,625.00,1444.00,568.00,37.69,-122.10
253500.00,5.29,31.00,1843.00,282.00,749.00,269.00,37.71,-122.09
241800.00,4.34,31.00,2053.00,336.00,867.00,329.00,37.70,-122.09
252500.00,5.21,27.00,6740.00,1073.00,2723.00,1035.00,37.71,-122.10
263900.00,6.00,30.00,1751.00,269.00,731.00,263.00,37.70,-122.09
227000.00,5.05,38.00,1663.00,295.00,781.00,301.00,37.71,-122.08
220900.00,4.82,38.00,3716.00,657.00,1784.00,652.00,37.71,-122.08
259300.00,5.25,32.00,2718.00,447.00,1156.00,410.00,37.70,-122.08
232500.00,4.13,39.00,1420.00,272.00,645.00,277.00,37.70,-122.07
231600.00,4.60,37.00,1893.00,310.00,821.00,315.00,37.70,-122.06
209400.00,3.52,33.00,3906.00,790.00,1912.00,770.00,37.70,-122.06
223200.00,3.00,32.00,3400.00,736.00,1487.00,694.00,37.70,-122.07
209900.00,3.49,25.00,3402.00,758.00,1645.00,710.00,37.70,-122.08
208200.00,2.99,33.00,4413.00,1107.00,2239.00,1051.00,37.70,-122.09
203800.00,2.54,29.00,2304.00,618.00,1021.00,552.00,37.69,-122.07
195700.00,3.30,36.00,2350.00,499.00,1105.00,467.00,37.69,-122.08
190500.00,3.10,31.00,5914.00,1309.00,2999.00,1295.00,37.69,-122.07
181000.00,2.85,43.00,1575.00,324.00,740.00,284.00,37.69,-122.08
184900.00,3.35,42.00,1414.00,274.00,629.00,244.00,37.69,-122.08
190800.00,2.40,37.00,848.00,202.00,314.00,205.00,37.68,-122.08
242200.00,3.53,15.00,3051.00,685.00,1479.00,668.00,37.68,-122.08
188300.00,4.80,20.00,4296.00,817.00,1732.00,800.00,37.69,-122.09
183500.00,3.85,52.00,2898.00,557.00,1338.00,550.00,37.74,-122.15
204200.00,4.07,52.00,1071.00,201.00,440.00,192.00,37.74,-122.14
251900.00,4.60,51.00,2619.00,403.00,922.00,393.00,37.73,-122.14
187500.00,2.20,49.00,1494.00,316.00,611.00,288.00,37.74,-122.15
198200.00,4.12,52.00,2260.00,416.00,994.00,412.00,37.73,-122.16
219000.00,3.95,52.00,1394.00,223.00,545.00,230.00,37.74,-122.15
275000.00,4.91,52.00,1028.00,129.00,317.00,143.00,37.73,-122.15
245400.00,2.84,45.00,3758.00,819.00,1573.00,736.00,37.73,-122.15
177500.00,3.25,46.00,2163.00,470.00,925.00,435.00,37.73,-122.17
171600.00,2.83,49.00,1699.00,408.00,768.00,385.00,37.73,-122.16
183300.00,3.72,52.00,1555.00,289.00,620.00,292.00,37.73,-122.17
175000.00,2.56,52.00,1114.00,206.00,425.00,207.00,37.73,-122.16
156700.00,3.80,45.00,1498.00,313.00,1003.00,305.00,37.72,-122.18
157500.00,3.38,45.00,726.00,147.00,519.00,135.00,37.71,-122.18
179800.00,3.24,38.00,890.00,200.00,481.00,198.00,37.71,-122.17
205500.00,4.03,36.00,2639.00,533.00,1209.00,519.00,37.70,-122.18
178900.00,3.39,35.00,2562.00,554.00,1398.00,525.00,37.70,-122.18
262500.00,5.55,36.00,361.00,69.00,158.00,58.00,37.71,-122.19
165000.00,3.37,42.00,3008.00,659.00,1817.00,664.00,37.72,-122.17
159700.00,3.53,46.00,1369.00,284.00,766.00,289.00,37.72,-122.17
158300.00,3.66,5.00,1692.00,398.00,814.00,328.00,37.72,-122.17
144800.00,2.88,38.00,1007.00,245.00,618.00,239.00,37.72,-122.16
166300.00,4.02,43.00,3783.00,814.00,2139.00,789.00,37.72,-122.17
191000.00,4.56,37.00,1507.00,242.00,632.00,253.00,37.71,-122.16
175000.00,3.46,36.00,666.00,132.00,366.00,134.00,37.71,-122.16
137500.00,3.34,10.00,2229.00,601.00,877.00,485.00,37.72,-122.16
141700.00,2.19,28.00,2215.00,587.00,830.00,573.00,37.73,-122.15
210900.00,2.91,31.00,1616.00,372.00,739.00,379.00,37.72,-122.15
198300.00,3.38,47.00,1190.00,251.00,540.00,266.00,37.72,-122.15
157400.00,2.81,29.00,4169.00,1047.00,2024.00,962.00,37.72,-122.15
264700.00,5.00,52.00,2024.00,320.00,823.00,334.00,37.73,-122.14
218400.00,3.07,38.00,1723.00,394.00,711.00,353.00,37.73,-122.14
235100.00,3.81,43.00,2264.00,390.00,931.00,368.00,37.73,-122.14
341800.00,6.91,33.00,1996.00,268.00,686.00,270.00,37.73,-122.13
367300.00,7.91,26.00,2862.00,394.00,1030.00,397.00,37.72,-122.13
243500.00,3.84,35.00,2183.00,383.00,976.00,392.00,37.72,-122.13
167900.00,4.00,35.00,1037.00,207.00,552.00,210.00,37.71,-122.12
371200.00,6.51,25.00,1134.00,153.00,340.00,171.00,37.72,-122.13
218900.00,3.52,39.00,786.00,132.00,288.00,132.00,37.72,-122.14
202700.00,2.98,45.00,1397.00,253.00,555.00,248.00,37.72,-122.14
186200.00,3.52,45.00,2315.00,451.00,1006.00,444.00,37.72,-122.13
188900.00,3.11,44.00,1613.00,339.00,776.00,346.00,37.71,-122.13
180000.00,3.58,44.00,1421.00,298.00,609.00,270.00,37.71,-122.13
202700.00,3.17,18.00,5778.00,1526.00,2441.00,1352.00,37.71,-122.15
181700.00,2.61,27.00,3094.00,866.00,1364.00,789.00,37.71,-122.14
166800.00,3.69,18.00,3905.00,1007.00,2197.00,1044.00,37.71,-122.14
183700.00,3.46,43.00,3046.00,557.00,1333.00,544.00,37.70,-122.13
218000.00,3.90,19.00,3516.00,710.00,1810.00,703.00,37.70,-122.13
191500.00,4.02,36.00,998.00,178.00,531.00,183.00,37.71,-122.15
194700.00,3.55,36.00,1464.00,244.00,672.00,261.00,37.70,-122.15
187200.00,4.59,17.00,1463.00,292.00,695.00,330.00,37.70,-122.14
223100.00,2.63,21.00,4124.00,1054.00,2162.00,998.00,37.70,-122.13
271300.00,3.40,17.00,2380.00,769.00,1216.00,643.00,37.69,-122.13
194100.00,3.97,36.00,1266.00,228.00,606.00,239.00,37.70,-122.14
190400.00,5.00,36.00,2239.00,391.00,1203.00,379.00,37.70,-122.16
189100.00,4.47,38.00,1571.00,317.00,874.00,301.00,37.69,-122.14
184600.00,3.66,38.00,1246.00,221.00,637.00,222.00,37.69,-122.15
197300.00,3.89,36.00,1501.00,287.00,703.00,276.00,37.69,-122.15
192600.00,3.46,36.00,1468.00,252.00,733.00,229.00,37.70,-122.15
192200.00,3.78,36.00,1118.00,219.00,625.00,228.00,37.69,-122.16
194600.00,2.99,36.00,1097.00,208.00,568.00,225.00,37.70,-122.16
193500.00,4.44,36.00,1719.00,303.00,836.00,311.00,37.70,-122.16
202600.00,4.00,24.00,1755.00,365.00,952.00,362.00,37.70,-122.17
83300.00,2.39,16.00,1687.00,348.00,568.00,352.00,37.68,-122.16
212600.00,4.76,24.00,2262.00,391.00,1125.00,366.00,37.69,-122.17
187800.00,5.49,5.00,2087.00,407.00,840.00,401.00,37.68,-122.18
205700.00,4.40,36.00,1480.00,278.00,796.00,283.00,37.69,-122.16
192900.00,4.01,36.00,1545.00,273.00,863.00,267.00,37.69,-122.15
205200.00,4.39,35.00,2632.00,447.00,1349.00,486.00,37.68,-122.15
213400.00,4.28,30.00,2261.00,443.00,929.00,383.00,37.68,-122.15
183600.00,5.13,39.00,1670.00,308.00,957.00,335.00,37.69,-122.15
178400.00,3.00,37.00,2141.00,535.00,1093.00,555.00,37.69,-122.14
219200.00,3.64,27.00,3337.00,613.00,1489.00,607.00,37.68,-122.14
183100.00,2.80,31.00,3184.00,716.00,1561.00,628.00,37.68,-122.14
157100.00,2.95,44.00,2341.00,500.00,1256.00,485.00,37.69,-122.10
157800.00,3.44,30.00,1197.00,269.00,695.00,279.00,37.69,-122.12
161700.00,2.88,34.00,1131.00,278.00,560.00,237.00,37.69,-122.13
152100.00,3.03,38.00,1164.00,284.00,632.00,289.00,37.71,-122.12
144900.00,2.68,41.00,3495.00,787.00,1849.00,750.00,37.70,-122.12
